rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
981,27.8,Oculus Wealth Management (Huddersfield) Limited,,tier_4,1,6,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
982,27.8,J Illingworth & Co Limited,,tier_4,1,8,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
983,27.8,Protect & Lend,,tier_4,1,6,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
984,27.8,Aspire Wealth Limited,,tier_4,1,19,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
985,27.8,Forrest Financial Management Ltd,,tier_4,1,17,0,ifa,01413760059,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
986,27.8,Independent Women,,tier_4,1,10,0,ifa,01413760116,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
987,27.8,Goldstone Wealth Management,,tier_4,1,15,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
988,27.8,McHardy Private Wealth,,tier_4,1,5,0,ifa,01312680823,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
989,27.8,BAY TREE FINANCE LTD,,tier_4,1,16,0,ifa,01312680823,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
990,27.8,Hestia Financial Planning Ltd,,tier_4,1,3,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
991,27.8,Clear Future Financial Planners Limited,,tier_4,1,10,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
992,27.8,Taylored Financial Planning Ltd,,tier_4,1,5,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
993,27.8,Fane Financial Services,,tier_4,1,8,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
994,27.8,Best Advice Wealth Management,,tier_4,1,4,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
995,27.8,Suitable Life,,tier_4,1,2,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
996,27.8,Hamnett Wealth Management Limited,,tier_4,1,12,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
997,27.8,Broadgate Wealth,,tier_4,1,2,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
998,27.8,Independent Financial Advice Bureau Limited,,tier_4,1,8,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
999,27.8,George Square Financial Management Ltd,,tier_4,1,4,0,ifa,01157740484,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1000,27.8,Servo Private Wealth,,tier_4,1,0,0,ifa,03300388939,,,1,0.25,7,60,10,multi_asset_cautious,30,,,False,,,
1001,27.8,Anderson King,,tier_4,1,8,0,ifa,03300388940,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1002,27.8,T.S Mortgage & Protection Solutions Ltd,,tier_4,1,6,0,ifa,03300388941,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1003,27.8,Crowood Financial Solutions,,tier_4,1,16,0,ifa,03300388939,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1004,27.8,Legacy Wealth Planning Ltd,,tier_4,1,12,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1005,27.8,Stepwoods Financial Planning Ltd,,tier_4,1,4,0,ifa,03300388938,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1006,27.8,Liberty Partnership,,tier_4,1,17,0,ifa,03300388942,,,1,0.38,7,60,10,multi_asset_cautious,30,,,False,,,
1007,27.7,Bedson Financial Solutions,1019096,tier_4,1,78,1,mortgage_adviser,+4407814435942,CW11 4NE,,1,0.75,18,50,15,multi_asset_cautious,20,Appointed representative,13809567,True,,,
1008,27.7,Exclusive Mortgage Advice Services Limited,970249,tier_4,1,58,1,mortgage_adviser,+4407533711596,BD23 1RD,,1,0.75,18,50,15,multi_asset_cautious,20,Appointed representative,12300950,True,,,
1009,27.7,Riverside Mortgage Advice,1001843,tier_4,1,51,1,mortgage_adviser,+4407982913305,SR5 2TB,,1,0.75,18,50,15,multi_asset_cautious,20,Appointed representative,12160457,True,,,
1010,27.6,Intuitive FS,,tier_4,3,135,0,fa_restricted,01213668422,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
1011,27.6,Mineham Mortgage Services,,tier_4,3,85,3,fa_restricted|mortgage_limited,03300388938,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
1012,27.6,Stellenbosch Financial Planning,,tier_4,2,239,0,fa_restricted|mortgage_limited,02035446810,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
1013,27.6,Morris Paley Wealth Management Limited,,tier_4,2,164,0,fa_restricted,02922279219,,,1,0.38,19,50,0,multi_asset_cautious,25,,,False,,,
1014,27.4,Xpress Mortgages,,tier_4,2,115,2,mortgage_adviser,03300388938,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
1015,27.4,Probity Mortgage Services Ltd,,tier_4,2,217,1,mortgage_adviser,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
1016,27.4,Whiteoak Mortgages Limited,,tier_4,2,197,2,mortgage_adviser,03300388942,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
1017,27.4,Stevenson Financial,,tier_4,2,368,1,mortgage_adviser,01413760209,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
1018,27.4,CMG Advisers LLP,,tier_4,1,660,1,mortgage_adviser,03300388940,,,1,0.38,21,50,0,multi_asset_cautious,20,,,False,,,
1019,27.4,Domus Financial Services,613685,tier_4,1,24,0,fa_restricted,+441179596476,BS9 3HQ,www.domusfinancial.co.uk,1,0.75,11,50,30,multi_asset_cautious,25,Appointed representative,,True,,,
1020,27.3,Stockingbridge,0141376,tier_4,1,112,1,mortgage_adviser,01413760209,G20 7BA,,1,0.62,17,50,15,multi_asset_cautious,20,,,True,,,
1021,27.2,RWA Financial Planning,,tier_4,4,39,0,fa_restricted,01612198546,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1022,27.2,Sheavyn Associates Financial Management,,tier_4,3,69,0,fa_restricted,03300388940,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1023,27.2,Fortura Financial Partners Limited,,tier_4,2,90,0,fa_restricted,03300388938,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1024,27.2,Maspero Associates Wealth Management Limited,,tier_4,2,88,0,fa_restricted,03300388938,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1025,27.2,Freer Financial Planning Ltd,,tier_4,2,37,0,fa_restricted,03300388940,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1026,27.2,John Scott Davidson Ltd,,tier_4,2,35,0,fa_restricted,01312680823,,,2,0.38,18,50,0,multi_asset_cautious,25,,,False,,,
1027,27.0,Tom Garvie Mortgage Services,,tier_4,2,52,1,mortgage_adviser,03300388942,,,2,0.38,20,50,0,multi_asset_cautious,20,,,False,,,
1028,26.9,Odyssey Wealth Management Ltd,610640,tier_4,1,53,0,mortgage_adviser,+4403452411102,MK12 5TW,,1,0.75,16,50,15,multi_asset_cautious,20,Appointed representative,08756989,True,,,
1029,26.9,The Mortgage Company,930842,tier_4,1,33,0,mortgage_adviser,+4407971559189,WD6 3SY,,1,0.75,16,50,15,multi_asset_cautious,20,Appointed representative,12646974,True,,,
1030,26.8,Emily Man Wealth Management Ltd,,tier_4,2,94,2,fa_restricted,02035446810,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1031,26.8,Shipton Wealth Ltd,,tier_4,2,89,2,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1032,26.8,Penrose Wealth Management Ltd,,tier_4,2,87,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1033,26.8,Watch Oak Private Wealth,,tier_4,2,66,1,fa_restricted,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1034,26.8,PJW Wealth Management,,tier_4,2,39,1,fa_restricted,02380200351,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1035,26.8,Goodall-Smith Wealth Management Ltd,,tier_4,2,51,2,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1036,26.8,C D Financial Ltd,,tier_4,2,90,2,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1037,26.8,Adamson Ross WM Ltd,,tier_4,2,92,1,fa_restricted,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1038,26.8,Ricketts Financial Planning,,tier_4,2,90,1,fa_restricted,01512219700,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1039,26.8,Lordstone Financial Planning Ltd,,tier_4,2,81,1,fa_restricted,01612198546,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1040,26.8,Willday Wealth Management,,tier_4,2,39,2,fa_restricted,01162389953,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1041,26.8,Henderson Stone Asset Management Ltd,,tier_4,2,33,2,fa_restricted,01413760116,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1042,26.8,Davies & Preedy Financial Planning Ltd,,tier_4,2,47,2,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1043,26.8,Rachael Bell Wealth Management,,tier_4,2,72,2,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1044,26.8,Paul Geddes Wealth Management Ltd,,tier_4,2,91,2,fa_restricted,01162389953,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1045,26.8,Chequers Financial Planning,,tier_4,2,86,1,fa_restricted,01603280002,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1046,26.8,Opulence Wealth Management UK Ltd,,tier_4,1,143,1,fa_restricted,02035446810,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1047,26.8,Daniel Bloomfield Wealth Management Ltd,,tier_4,1,129,1,fa_restricted,02081668476,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1048,26.8,MKM WEALTH MANAGEMENT LIMITED,,tier_4,1,100,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1049,26.8,Nick Cummins Wealth Management,,tier_4,1,101,1,fa_restricted,02035446810,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1050,26.8,Clifford Wealth Management Limited,,tier_4,1,257,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1051,26.8,Gransha Financial Services Limited,,tier_4,1,281,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1052,26.8,Simple Wealth Solutions,,tier_4,1,161,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1053,26.8,Brace Financial Wellbeing,,tier_4,1,228,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1054,26.8,J G Wealth Ltd,,tier_4,1,168,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1055,26.8,Abrey Private Clients LLP,,tier_4,1,142,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1056,26.8,Andrew Skinner Wealth Management Ltd,,tier_4,1,107,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1057,26.8,MJ Financial Planning Limited,,tier_4,1,113,1,fa_restricted,02035510160,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1058,26.8,Downton and Ali Associates,,tier_4,1,129,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1059,26.8,Petrichor Financial Solutions,,tier_4,1,100,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1060,26.8,JPS Wealth Management Ltd,,tier_4,1,119,1,fa_restricted,01273767211,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1061,26.8,Garry Johnson Wealth Management,,tier_4,1,118,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1062,26.8,Searles Financial Planning Ltd,,tier_4,1,140,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1063,26.8,Oakdale Financial Services Ltd,,tier_4,1,132,1,fa_restricted,02081667217,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1064,26.8,High House Wealth Management Ltd,,tier_4,1,192,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1065,26.8,Bosworth Wealth Management Ltd,,tier_4,1,145,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1066,26.8,Elizabeth Tuccy,,tier_4,1,209,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1067,26.8,"Clay Wealth Management Ltd, Partner Practice of St. James's Place Wealth Management",,tier_4,1,135,1,fa_restricted,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1068,26.8,Forethought Financial,,tier_4,1,184,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1069,26.8,Whitfield Wealth Management Ltd.,,tier_4,1,134,1,fa_restricted,01619377600,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1070,26.8,Camargue Chambers LLP,,tier_4,1,149,1,fa_restricted,01612198546,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1071,26.8,M D Slack Wealth Management Ltd,,tier_4,1,107,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1072,26.8,Wilkinson Financial Management,,tier_4,1,236,1,fa_restricted,01612198576,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1073,26.8,Eagle Financial Services (Huddersfield) Limited,,tier_4,1,302,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1074,26.8,Dickinson Wealth Management Ltd,,tier_4,1,133,1,fa_restricted,01132385321,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1075,26.8,Richard Booth Wealth Management Ltd,,tier_4,1,295,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1076,26.8,DMB Wealth Management Ltd,,tier_4,1,128,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1077,26.8,Steele Aspire Financial Management,,tier_4,1,109,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1078,26.8,W1M Wealth Planning LLP,,tier_4,1,156,1,fa_restricted,01413760209,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1079,26.8,Westbourne Wealth Management,,tier_4,1,100,1,fa_restricted,01413760059,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1080,26.8,Key Financial Wealth Solutions,,tier_4,1,197,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1081,26.8,Capstone Financial,,tier_4,1,158,1,fa_restricted,01513537186,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1082,26.8,Traprain Financial,,tier_4,1,121,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1083,26.8,F1RST Financial Services Ltd,,tier_4,1,292,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1084,26.8,SJP - Hamilton Pullen Financial Planning Ltd,,tier_4,1,117,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1085,26.8,Coltman Wealth,,tier_4,1,119,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1086,26.8,R J Financial Planning Limited,,tier_4,1,241,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1087,26.8,Natalie Turner Wealth Management,,tier_4,1,301,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1088,26.8,Michael Seery Financial Planning Ltd,,tier_4,1,151,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1089,26.8,Doxford Financial,,tier_4,1,143,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1090,26.8,MGL Wealth Management Ltd,,tier_4,1,149,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1091,26.8,Webster Associates Ltd,,tier_4,1,103,1,fa_restricted,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1092,26.8,Bateman Financial Management Limited,,tier_4,1,129,1,fa_restricted,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1093,26.8,Heide Swift Financial Planning,,tier_4,1,163,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1094,26.8,St Peters Financial Planning Limited,,tier_4,1,131,1,fa_restricted,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1095,26.8,Ewart & Bridgeman Advisers,,tier_4,1,110,1,fa_restricted,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1096,26.8,Case Wealth Management,,tier_4,1,166,1,fa_restricted,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1097,26.8,Wyefield Wealth Management,,tier_4,1,176,1,fa_restricted,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,25,,,False,,,
1098,26.7,Frances Bryan,596758,tier_4,1,24,1,fa_restricted,+447989964678,LE12 8PY,,1,0.62,13,50,15,multi_asset_cautious,25,Appointed representative,,True,,,
1099,26.1,Eaves & Gables Mortgages Limited,1036851,tier_4,1,11,1,mortgage_adviser,+447949829555,PO19 1UU,,1,0.75,14,50,15,multi_asset_cautious,20,Appointed representative,16427752,True,,,
1100,26.0,Northumbria Financial Management Limited,,tier_4,3,56,0,fa_restricted,03300388938,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1101,26.0,Chapel Wealth Management,,tier_4,2,50,0,fa_restricted,03300388941,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1102,26.0,Integrated Financial Solutions For You Ltd,,tier_4,2,66,0,fa_restricted,03300388940,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1103,26.0,Chewton Wealth Management Ltd,,tier_4,2,36,0,fa_restricted,03300388940,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1104,26.0,Dunne Wealth Management,,tier_4,1,110,0,fa_restricted,03300388938,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1105,26.0,Perfect Protect Limited,,tier_4,1,151,0,fa_restricted,03300388938,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1106,26.0,Hansa Wealth Management,,tier_4,1,138,0,fa_restricted,02035510160,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1107,26.0,Atlantic Wealth Consultancy Ltd,,tier_4,1,109,0,fa_restricted,03300388939,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1108,26.0,Trulife Financial Ltd,,tier_4,1,165,0,fa_restricted,02920538418,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1109,26.0,Ripley Wales Financial Planning,,tier_4,1,121,0,fa_restricted,03300388938,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1110,26.0,Colin Ross Financial Planning LTD,,tier_4,1,143,0,fa_restricted,03300388941,,,1,0.38,15,50,0,multi_asset_cautious,25,,,False,,,
1111,25.9,Jonathan Barkey Financial Planning,750286,tier_4,1,29,0,fa_restricted,+4407872595831,EH11 1QH,,1,0.62,11,50,15,multi_asset_cautious,25,Appointed representative,,True,,,
1112,25.8,JLM  Mortgage Services,,tier_4,2,85,1,mortgage_adviser,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1113,25.8,Charterhouse Mortgages & Protection,,tier_4,1,100,1,mortgage_adviser,02035446810,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1114,25.8,Kalon Financial Ltd,,tier_4,1,158,1,protection_limited,02081667217,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1115,25.8,Mi Casa Mortgages,,tier_4,1,319,1,mortgage_adviser,02035510160,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1116,25.8,Thomas Oliver UK LLP,,tier_4,1,205,1,mortgage_limited,02081668476,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1117,25.8,Heart and Home Mortgages,,tier_4,1,212,1,mortgage_limited,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1118,25.8,Fresh Financial Services Limited,,tier_4,1,154,1,mortgage_adviser,03300388942,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1119,25.8,Prospect Tree Mortgages Ltd,,tier_4,1,214,1,mortgage_adviser,02035446810,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1120,25.8,Novum Mortgage Services,,tier_4,1,157,1,mortgage_limited,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1121,25.8,Moneysprite,,tier_4,1,113,1,mortgage_adviser,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1122,25.8,CKN Mortgages,,tier_4,1,131,1,mortgage_limited,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1123,25.8,FortyOne Money Limited,,tier_4,1,153,1,mortgage_adviser,02035510160,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1124,25.8,High Street Mortgages,,tier_4,1,114,1,mortgage_limited,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1125,25.8,The Right Broker Limited,,tier_4,1,103,1,protection_whole_of_market,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1126,25.8,Concise Mortgages,,tier_4,1,103,1,mortgage_adviser,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1127,25.8,Sophie Collett Mortgage Adviser,,tier_4,1,148,1,mortgage_adviser,03300388941,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1128,25.8,My Finance Friend,,tier_4,1,423,1,mortgage_adviser,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1129,25.8,LPR Mortgage Services Ltd,,tier_4,1,427,1,mortgage_adviser,03300388939,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1130,25.8,Mortgage Advice Bureau,,tier_4,1,324,1,mortgage_adviser,03300388938,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1131,25.8,Midavlyn Mortgages,,tier_4,1,259,1,mortgage_adviser,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1132,25.8,Bristol Rose Mortgages,,tier_4,1,190,1,mortgage_limited,01172950022,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1133,25.8,JF Financial Solutions,,tier_4,1,191,1,mortgage_adviser,01612198546,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1134,25.8,Simon Law Mortgage Advice,,tier_4,1,128,1,mortgage_adviser,01172950022,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1135,25.8,Bespoke Mortgage Solutions,,tier_4,1,334,1,mortgage_adviser,01612198546,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1136,25.8,Irlam Estates Financial Services Limited,,tier_4,1,112,1,mortgage_limited,01612198576,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
1137,25.8,Carol Smith Mortgage Services,,tier_4,1,128,1,mortgage_limited,03300388940,,,1,0.38,17,50,0,multi_asset_cautious,20,,,False,,,
