Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
1860,10,ifa,710855,Aurium Capital UK Limited,London,W1U 8HR,+442071013080,www.auriumcapital.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1861,10,ifa,799553,NAUTA CAPITAL UK LIMITED,London,W1D 3SP,+442035535757,www.nautacapital.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1862,10,dfm,799920,HAVELOCK LONDON LTD,London,W2 6LG,+4402036377300,www.havelocklondon.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1863,10,ifa,793650,Africa Capitalworks Advisor LLP,London,NW1 6JZ,+442038461544,https://www.africacapitalworks.com/,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1864,10,dfm,795386,Spire Management Limited,London,W1K 4QN,+442070426300,,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1865,10,dfm,802538,2R Capital Investment Management Limited,London,SW1H 9BP,+442081945600,http://www.2rcapitalim.com/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1866,10,ifa,788584,Madara Capital Management Ltd,London,E14 5AB,+4402087983657,www.madarainvest.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1867,10,ifa,841755,Atlantic Financials Ltd,London,W1J 8AJ,+442032057175,www.atlanfin.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1868,10,ifa,843814,ADEQUITA CAPITAL LIMITED,London,W1S 1EJ,+442073999928,www.adequita.co.uk,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1869,10,ifa,913994,CSL Capital (UK) Limited,London,W1K 2NB,+442081871220,https://www.cslcapitaluk.com/,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1870,10,ifa,915213,Astrid Advisors Ltd,London,SE24 9LR,+447748961361,www.astridadvisors.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1871,10,dfm,926168,Sentinel Portfolio Management Limited,Emsworth,PO10 7BT,+441243432430,https://sentinelportfoliomanagement.co.uk/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1872,10,ifa,926415,Evidence Capital Ltd,London,SE3 9LA,+4402071824000,https://www.evidence-capital.co.uk/,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1873,10,dfm,926424,Mayar Capital Ltd.,London,WC1X 0DS,+442080502515,www.mayarcapital.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1874,10,ifa,927232,IM GLOBAL PARTNER UK LTD,London,EC2R 8HP,+442038088090,,14,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1875,10,dfm,927313,Adelio Partners Limited,London,W1G 0PW,+4407970718858,www.adelio.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1876,10,ifa,928816,Avelios Alternative Assets Limited,London,EC4M 8AB,+447843516864,www.aveliosgroup.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1877,10,ifa,929344,Backed LLP,London,W1G 0PD,+447881823748,https://www.backed.vc/,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1878,10,dfm,931347,2XL Capital Partners Ltd,London,SW3 1NE,+442075812727,www.2xlcapital.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1879,10,ifa,931719,Opulenze Capital Limited,London,W1J 6BD,+442033719593,www.opulenzecapital.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1880,10,dfm,919724,CIGP (UK) Limited,London,W1K 5HD,+4402071672609,www.cigp.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1881,10,dfm,920952,Blueglen Investment Partners Limited,London,W1C 1AZ,+442033272380,www.blueglen.co.uk/,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1882,10,dfm,794872,COMAC Capital LLP,London,SW7 2JN,+442078646400,www.comaccapital.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1883,10,ifa,923675,CLARION PARTNERS EUROPE (U.K.) LIMITED,London,WC2R 0LR,+442076477514,www.clarioneurope.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1884,10,ifa,925245,Zenithar Ltd,London,W1K 3NB,+447472663766,www.zenithar.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1885,10,dfm,973321,Capricorn Private Investments Limited,London,W1S 2FH,+4402073174427,www.capricornprivateinvestments.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1886,10,ifa,984646,Coremont Treasury Services Limited,London,W1T 2NU,+4402079659617,www.coremont.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1887,10,ifa,957140,Lord Abbett (UK) Ltd.,London,EC3A 7BA,+442037051903,https://www.lordabbett.com/en-uk/financial-intermediaries/index.html,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1888,10,dfm,966309,Cap10 Partners LLP,Birmingham,B4 6AT,,,16,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1889,10,ifa,966627,Quoniam Asset Management GmbH,London,EC4V 6JL,+442032162423,www.quoniam.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1890,10,dfm,954256,Robocap Asset Management Limited,London,W1K 3HZ,+4402034571222,www.robocap.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1891,10,dfm,974848,Pearlstone Alternative (UK) LLP,London,W1J 5HU,+4402031482262,www.pearlstonealternative.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1892,10,dfm,933798,Sterling Investment Management Limited,Orpington,BR6 8QE,+447766145235,https://sterlingim.co.uk/,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1893,10,dfm,935676,Langley Advisors Limited,London,W2 3QF,+447470071004,www.langleyadvisors.co.uk,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1894,10,dfm,936642,Green Investment Partners Limited,London,W1J 6BD,+447376174766,www.greeninvestmentpartners.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1895,10,dfm,936901,Swix Family Office UK Limited,London,W1J 8DZ,+442039073892,www.swixfo.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1896,10,ifa,994619,Enhanced Digital Group UK Limited,London,W1U 6AG,+4407976469554,www.enhanceddigital.group,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1897,10,dfm,949232,Delft Investments Limited,London,NW8 8QY,+442039159276,www.delftinvestments.com,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1898,10,dfm,951209,Eicos Investment Group Limited,London,W1H 7AL,+4402031482180,www.eicosinv.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1899,10,dfm,951247,Future 30 Global Ltd,Saffron Walden,CB11 4AB,+441799510715,www.future30funds.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1900,10,dfm,951595,Cloud Capital LLP,London,W1B 5RT,+447944396260,www.cloudcapital.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1901,10,ifa,969076,Nordstar Partners Management LLP,London,W1J 9EF,+443330906984,www.nordstar.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1902,10,ifa,998102,Odin Partnership Limited,London,W1J 8DZ,+447725448135,www.odinpartnership.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1903,10,dfm,999167,Complus Asset Management (UK) Limited,London,W1K 5EH,+442031785175,www.complusam.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1904,10,ifa,1001832,GUOTAI HAITONG SECURITIES (UK) LIMITED,London,EC2M 7EA,+4407513555950,,12,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1905,10,dfm,1002298,Plural UK Management Limited,London,W1F 7BH,+4402035751358,www.pluralplatform.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1906,10,dfm,1003475,Tabula Capital Limited,London,W1G 0PW,+442039094720,https://www.tabcapim.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1907,10,dfm,1003843,Virgil Alternative Investments UK Ltd,London,WC2B 6NH,+447500581005,www.vaiuk.finance,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1908,10,dfm,1004359,Zukuri Capital Limited,London,W1J 8NR,+447833533333,www.zukuricapital.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1909,10,ifa,996860,MRP Capital Partners Limited,London,EC2M 4QD,+442039602231,www.mrpcapitalpartners.co.uk,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1910,10,dfm,1000103,Alinor Capital Management LLP,London,W1G 0PW,+4402038662000,,11,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1911,10,dfm,1006569,Valiant Asset Management Ltd,London,W1J 5NG,+447484100722,www.valiantassetmanagement.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1912,10,dfm,1009069,Brickwood Asset Management LLP,LONDON,SW1W 0DH,+442046033122,www.brickwoodam.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1913,10,dfm,1009583,Doxa Partners LLP,Mayfair,W1S 1HE,+442070161870,www.doxa.partners,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1914,10,ifa,978020,New England Asset Management Limited,London,EC3R 7NQ,+442077673350,neamgroup.com,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1915,10,dfm,978289,Mount Street Portfolio Advisers GmbH,London,EC2V 7AN,+442076597000,www.mountstreet.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1916,10,ifa,978402,WOOD & Company Financial Services Ltd,London,W1J 8DZ,+420222096111,https://woodandcompany.co.uk,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1917,10,dfm,979550,PICTET ALTERNATIVE ADVISORS (UK) LIMITED,London,W1J 8LA,+4402078475012,https://group.pictet/alternative-investments,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1918,10,ifa,976699,"Haitong Bank, S.A.",London,EC2M 7EA,+442074569191,www.haitongib.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1919,10,ifa,989397,Mariana UFP SAS,London,EC4N 6EU,+442070656600,https://marianaufp.com/,9,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1920,10,ifa,599233,Anca Capital Partners Ltd,London,W1W 5PF,+442038688640,https://www.ancacapital.com/,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1921,10,ifa,990119,Impact Cubed Limited,London,EC4M 5SB,+442071172923,www.impactcubed.com,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1922,10,ifa,1013532,Greenwood Capital Partners Limited,London,N1 7GU,+4407958359962,www.greenwoodcp.co.uk,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1923,10,dfm,1015459,RN3 Partners LLP,London,W1B 1NB,+4407468476222,rn3.co,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1924,10,ifa,1016276,Collington Capital Limited,London,EC4M 7JW,+4407890578009,https://collingtoncapital.com/,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1925,10,dfm,1016880,Kimmik Capital Limited,London,SW1A 1NS,+442073622260,www.kimmik.capital,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1926,10,dfm,1018155,Eques Investments Ltd,London,SW1W 9SA,+4407955267605,www.equespartners.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1927,10,dfm,1018763,Rosencroft Capital Management Limited,London,SW1P 1SB,+442045915900,https://www.rosencroftcapital.com/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1928,10,dfm,1019145,Nursery Road Capital Management Limited,London,EC2R 6LL,+4402038394674,www.nurseryroadcapital.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1929,10,dfm,1019373,HRANDP Ltd,London,W1F 9RU,,www.harrisroseandpartners.com,2,True,True,True,True,False,False,False,False,,,,False,False,0.5,15,10,5,10,15,10,0,5
1930,10,dfm,1019809,Tower Peak Partners UK LLP,London,SW1E 5BY,+4402076984445,https://www.tower-peak.com/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1931,10,ifa,1019907,Terra Firma Principal Capital Group Limited,London,SE1 2HX,+442070159500,www.tfpcg.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1932,10,dfm,1020539,Parvus Asset Management (Services) LLP,London,W1S 2FT,+4402077584180,www.parvusfunds.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1933,10,ifa,1020782,RP Partners Limited,London,W1D 2DP,+447825893460,www.royalparkpartners.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1934,10,dfm,1023836,Compound Equity Group Limited,Henley-on-Thames,RG9 2DE,+447772653380,https://www.compoundequitygroup.com/,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1935,10,ifa,606095,Praesidian Capital Europe LLP,London,SW1H 0BL,+4402033671488,,11,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1936,10,dfm,656938,Specialised Research (UK) Limited,St Albans,AL1 3LF,+4401727223136,,13,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1937,10,dfm,521801,ST BRIDE'S MANAGERS LLP,London,EC4A 4AS,+4402070781961,http://www.stbridesmanagers.com/,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1938,10,dfm,825150,Mbuyu Capital Partners Limited,Hereford,HR4 9DF,+447875335207,http://www.mbuyucapital.com/,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1939,10,dfm,554493,Scala Capital Partners Limited,London,W10 6JP,+447710353100,www.scalacap.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1940,10,dfm,476739,Elbrus Capital Partners LLP,London,SW18 5JF,+447887551915,www.elbruscapital.co.uk,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1941,10,dfm,761053,Firmament Capital Advisors UK LLP,London,W1J 8LQ,+447404720305,www.firmament.com,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1942,10,dfm,607356,MILKWOOD CAPITAL LTD,Windsor,SL4 1LU,+441753378570,www.milkwoodcap.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1943,10,ifa,702851,Modern Capital Group Limited,London,W1D 3AT,+4402030112150,www.moderncapitalgroup.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1944,10,dfm,615377,Ramek Asset Management Limited,London,EC2A 4AA,+447956858045,www.ramek.co.uk,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1945,10,ifa,1024563,One Rock Capital Partners LLP,London,SW1Y 6RJ,+12126056091,www.onerock.com,8,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1946,10,dfm,231176,IMARA ASSET MANAGEMENT (UK) LIMITED,London,W1K 6LX,+442037869502,,14,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1947,10,dfm,599294,XHE Capital LLP,London,WC2A 2JR,+442034758764,,15,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,15,10,15,10,0,5
1948,10,dfm,1036625,ELMWOOD ASSET MANAGEMENT UK LIMITED,London,W1G0JW,+442082649474,https://elmwoodasset.com/,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1949,10,dfm,1037129,LAMBOURN CAPITAL LTD,London,W1J 6BD,+442080509551,lambourncapital.com,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1950,10,dfm,1030531,Capitolis UK Limited,London,EC2M 1QS,+447712532153,www.capitolis.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1951,10,ifa,1040820,"MOTIVE UK ADVISORS, LLP",London,E14 4HD,+442081566312,motivepartners.com,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1952,10,dfm,456572,Tellurian Capital Management LLP,London,W1G 0EF,+4407786547232,www.telluriancapital.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1953,10,dfm,781868,Investam Capital Ltd,London,SW18 1PE,+447821342943,www.investamcapital.com,6,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1954,10,dfm,124422,Nomura International Plc,London,EC4R 3AB,+442071021000,www.nomura.com,5585,True,False,True,True,False,True,True,False,,,,False,True,0.5,5,15,20,10,15,10,0,5
1955,10,dfm,753435,BellRock Securities Limited,London,E14 9EJ,+442036080516,www.bellrocksecurities.com,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1956,10,dfm,768269,Wise Funds Limited,Chipping Norton,OX7 5QR,+4401608695180,www.wise-funds.co.uk,9,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1957,10,ifa,772227,Commodities Trading Corporation Limited,London,W1J 8LQ,+4402038760128,http://www.ctclimited.co.uk/,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,10,15,10,0,5
1958,9,ifa,760643,South Molton Street Capital Limited,London,W1K 5QG,+4407867528258,,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1959,9,ifa,806318,Mayfair Capital Markets Ltd,London,EC3A 8BF,+60327702752,,7,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1960,9,dfm,821173,Farringdon Capital Ltd,London,SE1 9QQ,+447861441393,,7,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1961,9,dfm,821259,ANALECT CAPITAL MANAGEMENT LTD,London,W1K 6DJ,+442036916376,,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1962,9,ifa,834466,Abry UK Limited,London,W1S 4HZ,+442033986590,,6,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1963,9,ifa,625079,ROVIDA ADVISORS (UK) LIMITED,Hampstead,NW3 1HL,+442074312012,,5,True,False,False,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1964,9,dfm,656812,Sounion Capital Management UK Limited,London,W2 3DY,+442032908909,,8,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
1965,9,dfm,489493,WIMBLEDON ASSET MANAGEMENT LIMITED,London,SW19 2RD,+96181367811,,5,True,False,True,True,False,False,True,False,,,,False,False,0.5,5,10,10,9,14,9,0,4
